_year	sex	dep	age	rate	gor
2011	1	9	73	.0292139	10
2012	1	9	73	.0292139	10
2013	1	9	73	.0292139	10
2014	1	9	73	.0292139	10
2015	1	9	73	.0292139	10
2010	2	9	73	.020574	10
2011	2	9	73	.0200457	10
2012	2	9	73	.0200457	10
2013	2	9	73	.0200457	10
2014	2	9	73	.0200457	10
2015	2	9	73	.0200457	10
2010	1	9	74	.0332458	10
2011	1	9	74	.0319742	10
2012	1	9	74	.0319742	10
2013	1	9	74	.0319742	10
2014	1	9	74	.0319742	10
2015	1	9	74	.0319742	10
2010	2	9	74	.0228739	10
2011	2	9	74	.0222968	10
2012	2	9	74	.0222968	10
2013	2	9	74	.0222968	10
2014	2	9	74	.0222968	10
2015	2	9	74	.0222968	10
2010	1	9	75	.0368215	10
2011	1	9	75	.0355303	10
2012	1	9	75	.0355303	10
2013	1	9	75	.0355303	10
2014	1	9	75	.0355303	10
2015	1	9	75	.0355303	10
2010	2	9	75	.0254188	10
2011	2	9	75	.0248109	10
2012	2	9	75	.0248109	10
2013	2	9	75	.0248109	10
2014	2	9	75	.0248109	10
2015	2	9	75	.0248109	10
2010	1	9	76	.0409733	10
2011	1	9	76	.0395049	10
2012	1	9	76	.0395049	10
2013	1	9	76	.0395049	10
2014	1	9	76	.0395049	10
2015	1	9	76	.0395049	10
2010	2	9	76	.0280817	10
2011	2	9	76	.0273386	10
2012	2	9	76	.0273386	10
2013	2	9	76	.0273386	10
2014	2	9	76	.0273386	10
2015	2	9	76	.0273386	10
2010	1	9	77	.045994	10
2011	1	9	77	.0445811	10
2012	1	9	77	.0445811	10
2013	1	9	77	.0445811	10
2014	1	9	77	.0445811	10
2015	1	9	77	.0445811	10
2010	2	9	77	.0315572	10
2011	2	9	77	.0307781	10
2012	2	9	77	.0307781	10
2013	2	9	77	.0307781	10
2014	2	9	77	.0307781	10
2015	2	9	77	.0307781	10
2010	1	9	78	.0505009	10
2011	1	9	78	.0488916	10
2012	1	9	78	.0488916	10
2013	1	9	78	.0488916	10
2014	1	9	78	.0488916	10
2015	1	9	78	.0488916	10
2010	2	9	78	.0348533	10
2011	2	9	78	.0339345	10
2012	2	9	78	.0339345	10
2013	2	9	78	.0339345	10
2014	2	9	78	.0339345	10
2015	2	9	78	.0339345	10
2010	1	9	79	.0561764	10
2011	1	9	79	.0544315	10
2012	1	9	79	.0544315	10
2013	1	9	79	.0544315	10
2014	1	9	79	.0544315	10
2015	1	9	79	.0544315	10
2010	2	9	79	.0391776	10
2011	2	9	79	.0382516	10
2012	2	9	79	.0382516	10
2013	2	9	79	.0382516	10
2014	2	9	79	.0382516	10
2015	2	9	79	.0382516	10
2010	1	9	80	.0625159	10
2011	1	9	80	.0606223	10
2012	1	9	80	.0606223	10
2013	1	9	80	.0606223	10
2014	1	9	80	.0606223	10
2015	1	9	80	.0606223	10
2010	2	9	80	.0437415	10
2011	2	9	80	.0426524	10
2012	2	9	80	.0426524	10
2013	2	9	80	.0426524	10
2014	2	9	80	.0426524	10
2015	2	9	80	.0426524	10
2010	1	9	81	.0686847	10
2011	1	9	81	.0665381	10
2012	1	9	81	.0665381	10
2013	1	9	81	.0665381	10
2014	1	9	81	.0665381	10
2015	1	9	81	.0665381	10
2010	2	9	81	.0486134	10
2011	2	9	81	.0476007	10
2012	2	9	81	.0476007	10
2013	2	9	81	.0476007	10
2014	2	9	81	.0476007	10
2015	2	9	81	.0476007	10
2010	1	9	82	.0783749	10
2011	1	9	82	.0763753	10
2012	1	9	82	.0763753	10
2013	1	9	82	.0763753	10
2014	1	9	82	.0763753	10
2015	1	9	82	.0763753	10
2010	2	9	82	.0539276	10
2011	2	9	82	.0525798	10
2012	2	9	82	.0525798	10
2013	2	9	82	.0525798	10
2014	2	9	82	.0525798	10
2015	2	9	82	.0525798	10
2010	1	9	83	.0862913	10
2011	1	9	83	.0839096	10
2012	1	9	83	.0839096	10
2013	1	9	83	.0839096	10
2014	1	9	83	.0839096	10
2015	1	9	83	.0839096	10
2010	2	9	83	.0608499	10
2011	2	9	83	.0593344	10
2012	2	9	83	.0593344	10
2013	2	9	83	.0593344	10
2014	2	9	83	.0593344	10
2015	2	9	83	.0593344	10
2010	1	9	84	.0958623	10
2011	1	9	84	.0935482	10
2012	1	9	84	.0935482	10
2013	1	9	84	.0935482	10
2014	1	9	84	.0935482	10
2015	1	9	84	.0935482	10
2010	2	9	84	.0671823	10
2011	2	9	84	.0655836	10
2012	2	9	84	.0655836	10
2013	2	9	84	.0655836	10
2014	2	9	84	.0655836	10
2015	2	9	84	.0655836	10
2010	1	9	85	.1083799	10
2011	1	9	85	.1059215	10
2012	1	9	85	.1059215	10
2013	1	9	85	.1059215	10
2014	1	9	85	.1059215	10
2015	1	9	85	.1059215	10
2010	2	9	85	.0756958	10
2011	2	9	85	.0740346	10
2012	2	9	85	.0740346	10
2013	2	9	85	.0740346	10
2014	2	9	85	.0740346	10
2015	2	9	85	.0740346	10
2010	1	9	86	.1174391	10
2011	1	9	86	.1147892	10
2012	1	9	86	.1147892	10
2013	1	9	86	.1147892	10
2014	1	9	86	.1147892	10
2015	1	9	86	.1147892	10
2010	2	9	86	.0839173	10
2011	2	9	86	.0818771	10
2012	2	9	86	.0818771	10
2013	2	9	86	.0818771	10
2014	2	9	86	.0818771	10
2015	2	9	86	.0818771	10
2010	1	9	87	.1310586	10
2011	1	9	87	.1280694	10
2012	1	9	87	.1280694	10
2013	1	9	87	.1280694	10
2014	1	9	87	.1280694	10
2015	1	9	87	.1280694	10
2010	2	9	87	.093731	10
2011	2	9	87	.0915128	10
2012	2	9	87	.0915128	10
2013	2	9	87	.0915128	10
2014	2	9	87	.0915128	10
2015	2	9	87	.0915128	10
2010	1	9	88	.145973	10
2011	1	9	88	.1429678	10
2012	1	9	88	.1429678	10
2013	1	9	88	.1429678	10
2014	1	9	88	.1429678	10
2015	1	9	88	.1429678	10
2010	2	9	88	.105322	10
2011	2	9	88	.1033878	10
2012	2	9	88	.1033878	10
2013	2	9	88	.1033878	10
2014	2	9	88	.1033878	10
2015	2	9	88	.1033878	10
2010	1	9	89	.1651067	10
2011	1	9	89	.1619759	10
2012	1	9	89	.1619759	10
2013	1	9	89	.1619759	10
2014	1	9	89	.1619759	10
2015	1	9	89	.1619759	10
2010	2	9	89	.1169991	10
2011	2	9	89	.11438	10
2012	2	9	89	.11438	10
2013	2	9	89	.11438	10
2014	2	9	89	.11438	10
2015	2	9	89	.11438	10
2010	1	9	90	.181136	10
2011	1	9	90	.1782401	10
2012	1	9	90	.1782401	10
2013	1	9	90	.1782401	10
2014	1	9	90	.1782401	10
2015	1	9	90	.1782401	10
2010	2	9	90	.1320051	10
2011	2	9	90	.1293052	10
2012	2	9	90	.1293052	10
2013	2	9	90	.1293052	10
2014	2	9	90	.1293052	10
2015	2	9	90	.1293052	10
2010	1	9	91	.2049612	10
2011	1	9	91	.2019962	10
2012	1	9	91	.2019962	10
2013	1	9	91	.2019962	10
2014	1	9	91	.2019962	10
2015	1	9	91	.2019962	10
2010	2	9	91	.1502995	10
2011	2	9	91	.1476907	10
2012	2	9	91	.1476907	10
2013	2	9	91	.1476907	10
2014	2	9	91	.1476907	10
2015	2	9	91	.1476907	10
2010	1	9	92	.2254174	10
2011	1	9	92	.2222683	10
2012	1	9	92	.2222683	10
2013	1	9	92	.2222683	10
2014	1	9	92	.2222683	10
2015	1	9	92	.2222683	10
2010	2	9	92	.1635881	10
2011	2	9	92	.159974	10
2012	2	9	92	.159974	10
2013	2	9	92	.159974	10
2014	2	9	92	.159974	10
2015	2	9	92	.159974	10
2010	1	9	93	.2421626	10
2011	1	9	93	.2375485	10
2012	1	9	93	.2375485	10
2013	1	9	93	.2375485	10
2014	1	9	93	.2375485	10
2015	1	9	93	.2375485	10
2010	2	9	93	.1828611	10
2011	2	9	93	.1789522	10
2012	2	9	93	.1789522	10
2013	2	9	93	.1789522	10
2014	2	9	93	.1789522	10
2015	2	9	93	.1789522	10
2010	1	9	94	.2799641	10
2011	1	9	94	.2772776	10
2012	1	9	94	.2772776	10
2013	1	9	94	.2772776	10
2014	1	9	94	.2772776	10
2015	1	9	94	.2772776	10
2010	2	9	94	.2085028	10
2011	2	9	94	.2043284	10
2012	2	9	94	.2043284	10
2013	2	9	94	.2043284	10
2014	2	9	94	.2043284	10
2015	2	9	94	.2043284	10
2010	1	9	95	.3079887	10
2011	1	9	95	.3052287	10
2012	1	9	95	.3052287	10
2013	1	9	95	.3052287	10
2014	1	9	95	.3052287	10
2015	1	9	95	.3052287	10
2010	2	9	95	.2324282	10
2011	2	9	95	.2287337	10
2012	2	9	95	.2287337	10
2013	2	9	95	.2287337	10
2014	2	9	95	.2287337	10
2015	2	9	95	.2287337	10
2010	1	9	96	.3440273	10
2011	1	9	96	.3409039	10
2012	1	9	96	.3409039	10
2013	1	9	96	.3409039	10
2014	1	9	96	.3409039	10
2015	1	9	96	.3409039	10
2010	2	9	96	.2597288	10
2011	2	9	96	.2557652	10
2012	2	9	96	.2557652	10
2013	2	9	96	.2557652	10
2014	2	9	96	.2557652	10
2015	2	9	96	.2557652	10
2010	1	9	97	.3842623	10
2011	1	9	97	.3807233	10
2012	1	9	97	.3807233	10
2013	1	9	97	.3807233	10
2014	1	9	97	.3807233	10
2015	1	9	97	.3807233	10
2010	2	9	97	.2799541	10
2011	2	9	97	.274015	10
2012	2	9	97	.274015	10
2013	2	9	97	.274015	10
2014	2	9	97	.274015	10
2015	2	9	97	.274015	10
2010	1	9	98	.4164574	10
2011	1	9	98	.4131514	10
2012	1	9	98	.4131514	10
2013	1	9	98	.4131514	10
2014	1	9	98	.4131514	10
2015	1	9	98	.4131514	10
2010	2	9	98	.3188858	10
2011	2	9	98	.3131252	10
2012	2	9	98	.3131252	10
2013	2	9	98	.3131252	10
2014	2	9	98	.3131252	10
2015	2	9	98	.3131252	10
2010	1	9	99	.4773625	10
2011	1	9	99	.4749537	10
2012	1	9	99	.4749537	10
2013	1	9	99	.4749537	10
2014	1	9	99	.4749537	10
2015	1	9	99	.4749537	10
2010	2	9	99	.3568715	10
2011	2	9	99	.350028	10
2012	2	9	99	.350028	10
2013	2	9	99	.350028	10
2014	2	9	99	.350028	10
2015	2	9	99	.350028	10
2010	1	9	100	.5197222	10
2011	1	9	100	.5154545	10
2012	1	9	100	.5154545	10
2013	1	9	100	.5154545	10
2014	1	9	100	.5154545	10
2015	1	9	100	.5154545	10
2010	2	9	100	.3987411	10
2011	2	9	100	.3913261	10
2012	2	9	100	.3913261	10
2013	2	9	100	.3913261	10
2014	2	9	100	.3913261	10
2015	2	9	100	.3913261	10
2010	1	1	0	.003057	1
2010	1	1	0	.0038696	2
2010	1	1	0	.0032504	3
2010	1	1	0	.003818	4
2010	1	1	0	.0049124	5
2010	1	1	0	.0035569	6
2010	1	1	0	.0029376	7
2010	1	1	0	.0034316	8
2010	1	1	0	.0037189	9
2010	1	2	0	.0034817	1
2010	1	2	0	.0041775	2
2010	1	2	0	.0037441	3
2010	1	2	0	.0043443	4
2010	1	2	0	.0045597	5
2010	1	2	0	.0041338	6
2010	1	2	0	.0034449	7
2010	1	2	0	.0035321	8
2010	1	2	0	.004252	9
2010	1	3	0	.0039489	1
2010	1	3	0	.0046624	2
2010	1	3	0	.0045643	3
2010	1	3	0	.004836	4
2010	1	3	0	.0049145	5
2010	1	3	0	.0044086	6
2010	1	3	0	.0040365	7
2010	1	3	0	.0038994	8
2010	1	3	0	.0045065	9
2010	1	4	0	.004506	1
2010	1	4	0	.0054775	2
2010	1	4	0	.0055765	3
2010	1	4	0	.0055027	4
2010	1	4	0	.0061778	5
2010	1	4	0	.0046943	6
2010	1	4	0	.0048829	7
2010	1	4	0	.0046273	8
2010	1	4	0	.0048037	9
2010	1	5	0	.0052967	1
2010	1	5	0	.006686	2
2010	1	5	0	.0071784	3
2010	1	5	0	.0059685	4
2010	1	5	0	.0083452	5
2010	1	5	0	.004992	6
2010	1	5	0	.0060696	7
2010	1	5	0	.0055619	8
2010	1	5	0	.0052851	9
2011	1	1	0	.0029963	1
2011	1	1	0	.0038764	2
2011	1	1	0	.0032672	3
2011	1	1	0	.0037851	4
2011	1	1	0	.0049555	5
2011	1	1	0	.003518	6
2011	1	1	0	.0027943	7
2011	1	1	0	.0034012	8
2011	1	1	0	.0037538	9
2011	1	2	0	.0033702	1
2011	1	2	0	.0040776	2
2011	1	2	0	.0036735	3
2011	1	2	0	.0042784	4
2011	1	2	0	.0045239	5
2011	1	2	0	.004072	6
2011	1	2	0	.0032359	7
2011	1	2	0	.0034155	8
2011	1	2	0	.0042485	9
2011	1	3	0	.0037835	1
2011	1	3	0	.0045274	2
2011	1	3	0	.0044032	3
2011	1	3	0	.0047638	4
2011	1	3	0	.0048257	5
2011	1	3	0	.0043273	6
2011	1	3	0	.0037965	7
2011	1	3	0	.0037569	8
2011	1	3	0	.0044478	9
2011	1	4	0	.0042832	1
2011	1	4	0	.0053355	2
2011	1	4	0	.005354	3
2011	1	4	0	.0054478	4
2011	1	4	0	.0060151	5
2011	1	4	0	.0045885	6
2011	1	4	0	.0046206	7
2011	1	4	0	.004481	8
2011	1	4	0	.0046708	9
2011	1	5	0	.005009	1
2011	1	5	0	.0065942	2
2011	1	5	0	.0068712	3
2011	1	5	0	.0059038	4
2011	1	5	0	.0081075	5
2011	1	5	0	.0048436	6
2011	1	5	0	.0058192	7
2011	1	5	0	.0054405	8
2011	1	5	0	.0050497	9
2012	1	1	0	.0029963	1
2012	1	1	0	.0038764	2
2012	1	1	0	.0032672	3
2012	1	1	0	.0037851	4
2012	1	1	0	.0049555	5
2012	1	1	0	.003518	6
2012	1	1	0	.0027943	7
2012	1	1	0	.0034012	8
2012	1	1	0	.0037538	9
2012	1	2	0	.0033702	1
2012	1	2	0	.0040776	2
2012	1	2	0	.0036735	3
2012	1	2	0	.0042784	4
2012	1	2	0	.0045239	5
2012	1	2	0	.004072	6
2012	1	2	0	.0032359	7
2012	1	2	0	.0034155	8
2012	1	2	0	.0042485	9
2012	1	3	0	.0037835	1
2012	1	3	0	.0045274	2
2012	1	3	0	.0044032	3
2012	1	3	0	.0047638	4
2012	1	3	0	.0048257	5
2012	1	3	0	.0043273	6
2012	1	3	0	.0037965	7
2012	1	3	0	.0037569	8
2012	1	3	0	.0044478	9
2012	1	4	0	.0042832	1
2012	1	4	0	.0053355	2
2012	1	4	0	.005354	3
2012	1	4	0	.0054478	4
2012	1	4	0	.0060151	5
2012	1	4	0	.0045885	6
2012	1	4	0	.0046206	7
2012	1	4	0	.004481	8
2012	1	4	0	.0046708	9
2012	1	5	0	.005009	1
2012	1	5	0	.0065942	2
2012	1	5	0	.0068712	3
2012	1	5	0	.0059038	4
2012	1	5	0	.0081075	5
2012	1	5	0	.0048436	6
2012	1	5	0	.0058192	7
2012	1	5	0	.0054405	8
2012	1	5	0	.0050497	9
2013	1	1	0	.0029963	1
2013	1	1	0	.0038764	2
2013	1	1	0	.0032672	3
2013	1	1	0	.0037851	4
2013	1	1	0	.0049555	5
2013	1	1	0	.003518	6
2013	1	1	0	.0027943	7
2013	1	1	0	.0034012	8
2013	1	1	0	.0037538	9
2013	1	2	0	.0033702	1
2013	1	2	0	.0040776	2
2013	1	2	0	.0036735	3
2013	1	2	0	.0042784	4
2013	1	2	0	.0045239	5
2013	1	2	0	.004072	6
2013	1	2	0	.0032359	7
2013	1	2	0	.0034155	8
2013	1	2	0	.0042485	9
2013	1	3	0	.0037835	1
2013	1	3	0	.0045274	2
2013	1	3	0	.0044032	3
2013	1	3	0	.0047638	4
2013	1	3	0	.0048257	5
2013	1	3	0	.0043273	6
2013	1	3	0	.0037965	7
2013	1	3	0	.0037569	8
2013	1	3	0	.0044478	9
2013	1	4	0	.0042832	1
2013	1	4	0	.0053355	2
2013	1	4	0	.005354	3
2013	1	4	0	.0054478	4
2013	1	4	0	.0060151	5
2013	1	4	0	.0045885	6
2013	1	4	0	.0046206	7
2013	1	4	0	.004481	8
2013	1	4	0	.0046708	9
2013	1	5	0	.005009	1
2013	1	5	0	.0065942	2
2013	1	5	0	.0068712	3
2013	1	5	0	.0059038	4
2013	1	5	0	.0081075	5
2013	1	5	0	.0048436	6
2013	1	5	0	.0058192	7
2013	1	5	0	.0054405	8
2013	1	5	0	.0050497	9
2014	1	1	0	.0029963	1
2014	1	1	0	.0038764	2
2014	1	1	0	.0032672	3
2014	1	1	0	.0037851	4
2014	1	1	0	.0049555	5
2014	1	1	0	.003518	6
2014	1	1	0	.0027943	7
2014	1	1	0	.0034012	8
2014	1	1	0	.0037538	9
2014	1	2	0	.0033702	1
2014	1	2	0	.0040776	2
2014	1	2	0	.0036735	3
2014	1	2	0	.0042784	4
2014	1	2	0	.0045239	5
2014	1	2	0	.004072	6
2014	1	2	0	.0032359	7
2014	1	2	0	.0034155	8
2014	1	2	0	.0042485	9
2014	1	3	0	.0037835	1
2014	1	3	0	.0045274	2
2014	1	3	0	.0044032	3
2014	1	3	0	.0047638	4
2014	1	3	0	.0048257	5
2014	1	3	0	.0043273	6
2014	1	3	0	.0037965	7
2014	1	3	0	.0037569	8
2014	1	3	0	.0044478	9
2014	1	4	0	.0042832	1
2014	1	4	0	.0053355	2
2014	1	4	0	.005354	3
2014	1	4	0	.0054478	4
2014	1	4	0	.0060151	5
2014	1	4	0	.0045885	6
2014	1	4	0	.0046206	7
2014	1	4	0	.004481	8
2014	1	4	0	.0046708	9
2014	1	5	0	.005009	1
2014	1	5	0	.0065942	2
2014	1	5	0	.0068712	3
2014	1	5	0	.0059038	4
2014	1	5	0	.0081075	5
2014	1	5	0	.0048436	6
2014	1	5	0	.0058192	7
2014	1	5	0	.0054405	8
2014	1	5	0	.0050497	9
2015	1	1	0	.0029963	1
2015	1	1	0	.0038764	2
2015	1	1	0	.0032672	3
2015	1	1	0	.0037851	4
2015	1	1	0	.0049555	5
2015	1	1	0	.003518	6
2015	1	1	0	.0027943	7
2015	1	1	0	.0034012	8
2015	1	1	0	.0037538	9
2015	1	2	0	.0033702	1
2015	1	2	0	.0040776	2
2015	1	2	0	.0036735	3
2015	1	2	0	.0042784	4
2015	1	2	0	.0045239	5
2015	1	2	0	.004072	6
2015	1	2	0	.0032359	7
2015	1	2	0	.0034155	8
2015	1	2	0	.0042485	9
2015	1	3	0	.0037835	1
2015	1	3	0	.0045274	2
2015	1	3	0	.0044032	3
2015	1	3	0	.0047638	4
2015	1	3	0	.0048257	5
2015	1	3	0	.0043273	6
2015	1	3	0	.0037965	7
2015	1	3	0	.0037569	8
2015	1	3	0	.0044478	9
2015	1	4	0	.0042832	1
2015	1	4	0	.0053355	2
2015	1	4	0	.005354	3
2015	1	4	0	.0054478	4
2015	1	4	0	.0060151	5
2015	1	4	0	.0045885	6
2015	1	4	0	.0046206	7
2015	1	4	0	.004481	8
2015	1	4	0	.0046708	9
2015	1	5	0	.005009	1
2015	1	5	0	.0065942	2
2015	1	5	0	.0068712	3
2015	1	5	0	.0059038	4
2015	1	5	0	.0081075	5
2015	1	5	0	.0048436	6
2015	1	5	0	.0058192	7
2015	1	5	0	.0054405	8
2015	1	5	0	.0050497	9
2010	2	1	0	.0029795	1
2010	2	1	0	.0030102	2
2010	2	1	0	.0027851	3
2010	2	1	0	.0026168	4
2010	2	1	0	.0038326	5
2010	2	1	0	.0027862	6
2010	2	1	0	.0030582	7
2010	2	1	0	.002551	8
2010	2	1	0	.0022402	9
2010	2	2	0	.0031227	1
2010	2	2	0	.0029566	2
2010	2	2	0	.0031324	3
2010	2	2	0	.0029466	4
2010	2	2	0	.0038883	5
2010	2	2	0	.0029422	6
2010	2	2	0	.0035929	7
2010	2	2	0	.0028624	8
2010	2	2	0	.0024176	9
2010	2	3	0	.0030928	1
2010	2	3	0	.0033336	2
2010	2	3	0	.0037427	3
2010	2	3	0	.0033841	4
2010	2	3	0	.0041032	5
2010	2	3	0	.0032603	6
2010	2	3	0	.0038175	7
2010	2	3	0	.0030673	8
2010	2	3	0	.0026599	9
2010	2	4	0	.0032179	1
2010	2	4	0	.003929	2
2010	2	4	0	.0047048	3
2010	2	4	0	.0042742	4
2010	2	4	0	.004877	5
2010	2	4	0	.0038923	6
2010	2	4	0	.0042964	7
2010	2	4	0	.0033239	8
2010	2	4	0	.0033373	9
2010	2	5	0	.0031016	1
2010	2	5	0	.0049015	2
2010	2	5	0	.0061623	3
2010	2	5	0	.0050124	4
2010	2	5	0	.0062835	5
2010	2	5	0	.0047844	6
2010	2	5	0	.004842	7
2010	2	5	0	.0034524	8
2010	2	5	0	.0044134	9
2011	2	1	0	.0029661	1
2011	2	1	0	.0029455	2
2011	2	1	0	.0027687	3
2011	2	1	0	.0025102	4
2011	2	1	0	.0037524	5
2011	2	1	0	.0028021	6
2011	2	1	0	.0031003	7
2011	2	1	0	.0024819	8
2011	2	1	0	.0020651	9
2011	2	2	0	.0030478	1
2011	2	2	0	.0028915	2
2011	2	2	0	.003119	3
2011	2	2	0	.0028367	4
2011	2	2	0	.0038381	5
2011	2	2	0	.0029319	6
2011	2	2	0	.0036388	7
2011	2	2	0	.0027735	8
2011	2	2	0	.0022742	9
2011	2	3	0	.0029367	1
2011	2	3	0	.0032482	2
2011	2	3	0	.003678	3
2011	2	3	0	.0032331	4
2011	2	3	0	.0040361	5
2011	2	3	0	.0032242	6
2011	2	3	0	.0038075	7
2011	2	3	0	.0029846	8
2011	2	3	0	.0025088	9
2011	2	4	0	.0030092	1
2011	2	4	0	.0037631	2
2011	2	4	0	.0045713	3
2011	2	4	0	.0040868	4
2011	2	4	0	.0047501	5
2011	2	4	0	.0038071	6
2011	2	4	0	.0041902	7
2011	2	4	0	.003219	8
2011	2	4	0	.0031385	9
2011	2	5	0	.0028133	1
2011	2	5	0	.0045921	2
2011	2	5	0	.0058112	3
2011	2	5	0	.0047261	4
2011	2	5	0	.0060436	5
2011	2	5	0	.0045988	6
2011	2	5	0	.0045995	7
2011	2	5	0	.0033523	8
2011	2	5	0	.0041051	9
2012	2	1	0	.0029661	1
2012	2	1	0	.0029455	2
2012	2	1	0	.0027687	3
2012	2	1	0	.0025102	4
2012	2	1	0	.0037524	5
2012	2	1	0	.0028021	6
2012	2	1	0	.0031003	7
2012	2	1	0	.0024819	8
2012	2	1	0	.0020651	9
2012	2	2	0	.0030478	1
2012	2	2	0	.0028915	2
2012	2	2	0	.003119	3
2012	2	2	0	.0028367	4
2012	2	2	0	.0038381	5
2012	2	2	0	.0029319	6
2012	2	2	0	.0036388	7
2012	2	2	0	.0027735	8
2012	2	2	0	.0022742	9
2012	2	3	0	.0029367	1
2012	2	3	0	.0032482	2
2012	2	3	0	.003678	3
2012	2	3	0	.0032331	4
2012	2	3	0	.0040361	5
2012	2	3	0	.0032242	6
2012	2	3	0	.0038075	7
2012	2	3	0	.0029846	8
2012	2	3	0	.0025088	9
2012	2	4	0	.0030092	1
2012	2	4	0	.0037631	2
2012	2	4	0	.0045713	3
2012	2	4	0	.0040868	4
2012	2	4	0	.0047501	5
2012	2	4	0	.0038071	6
2012	2	4	0	.0041902	7
2012	2	4	0	.003219	8
2012	2	4	0	.0031385	9
2012	2	5	0	.0028133	1
2012	2	5	0	.0045921	2
2012	2	5	0	.0058112	3
2012	2	5	0	.0047261	4
2012	2	5	0	.0060436	5
2012	2	5	0	.0045988	6
2012	2	5	0	.0045995	7
2012	2	5	0	.0033523	8
2012	2	5	0	.0041051	9
2013	2	1	0	.0029661	1
2013	2	1	0	.0029455	2
2013	2	1	0	.0027687	3
2013	2	1	0	.0025102	4
2013	2	1	0	.0037524	5
2013	2	1	0	.0028021	6
2013	2	1	0	.0031003	7
2013	2	1	0	.0024819	8
2013	2	1	0	.0020651	9
2013	2	2	0	.0030478	1
2013	2	2	0	.0028915	2
2013	2	2	0	.003119	3
2013	2	2	0	.0028367	4
2013	2	2	0	.0038381	5
2013	2	2	0	.0029319	6
2013	2	2	0	.0036388	7
2013	2	2	0	.0027735	8
2013	2	2	0	.0022742	9
2013	2	3	0	.0029367	1
2013	2	3	0	.0032482	2
2013	2	3	0	.003678	3
2013	2	3	0	.0032331	4
2013	2	3	0	.0040361	5
2013	2	3	0	.0032242	6
2013	2	3	0	.0038075	7
2013	2	3	0	.0029846	8
2013	2	3	0	.0025088	9
2013	2	4	0	.0030092	1
2013	2	4	0	.0037631	2
2013	2	4	0	.0045713	3
2013	2	4	0	.0040868	4
2013	2	4	0	.0047501	5
2013	2	4	0	.0038071	6
2013	2	4	0	.0041902	7
2013	2	4	0	.003219	8
2013	2	4	0	.0031385	9
2013	2	5	0	.0028133	1
2013	2	5	0	.0045921	2
2013	2	5	0	.0058112	3
2013	2	5	0	.0047261	4
2013	2	5	0	.0060436	5
2013	2	5	0	.0045988	6
2013	2	5	0	.0045995	7
2013	2	5	0	.0033523	8
2013	2	5	0	.0041051	9
2014	2	1	0	.0029661	1
2014	2	1	0	.0029455	2
2014	2	1	0	.0027687	3
2014	2	1	0	.0025102	4
2014	2	1	0	.0037524	5
2014	2	1	0	.0028021	6
2014	2	1	0	.0031003	7
2014	2	1	0	.0024819	8
2014	2	1	0	.0020651	9
2014	2	2	0	.0030478	1
2014	2	2	0	.0028915	2
2014	2	2	0	.003119	3
2014	2	2	0	.0028367	4
2014	2	2	0	.0038381	5
2014	2	2	0	.0029319	6
2014	2	2	0	.0036388	7
2014	2	2	0	.0027735	8
2014	2	2	0	.0022742	9
2014	2	3	0	.0029367	1
2014	2	3	0	.0032482	2
2014	2	3	0	.003678	3
2014	2	3	0	.0032331	4
2014	2	3	0	.0040361	5
2014	2	3	0	.0032242	6
2014	2	3	0	.0038075	7
2014	2	3	0	.0029846	8
2014	2	3	0	.0025088	9
2014	2	4	0	.0030092	1
2014	2	4	0	.0037631	2
2014	2	4	0	.0045713	3
2014	2	4	0	.0040868	4
2014	2	4	0	.0047501	5
2014	2	4	0	.0038071	6
2014	2	4	0	.0041902	7
2014	2	4	0	.003219	8
2014	2	4	0	.0031385	9
2014	2	5	0	.0028133	1
2014	2	5	0	.0045921	2
2014	2	5	0	.0058112	3
2014	2	5	0	.0047261	4
2014	2	5	0	.0060436	5
2014	2	5	0	.0045988	6
2014	2	5	0	.0045995	7
2014	2	5	0	.0033523	8
2014	2	5	0	.0041051	9
2015	2	1	0	.0029661	1
2015	2	1	0	.0029455	2
2015	2	1	0	.0027687	3
2015	2	1	0	.0025102	4
2015	2	1	0	.0037524	5
2015	2	1	0	.0028021	6
2015	2	1	0	.0031003	7
2015	2	1	0	.0024819	8
2015	2	1	0	.0020651	9
2015	2	2	0	.0030478	1
2015	2	2	0	.0028915	2
2015	2	2	0	.003119	3
2015	2	2	0	.0028367	4
2015	2	2	0	.0038381	5
2015	2	2	0	.0029319	6
2015	2	2	0	.0036388	7
2015	2	2	0	.0027735	8
2015	2	2	0	.0022742	9
2015	2	3	0	.0029367	1
2015	2	3	0	.0032482	2
2015	2	3	0	.003678	3
2015	2	3	0	.0032331	4
2015	2	3	0	.0040361	5
2015	2	3	0	.0032242	6
2015	2	3	0	.0038075	7
2015	2	3	0	.0029846	8
2015	2	3	0	.0025088	9
2015	2	4	0	.0030092	1
2015	2	4	0	.0037631	2
2015	2	4	0	.0045713	3
2015	2	4	0	.0040868	4
2015	2	4	0	.0047501	5
2015	2	4	0	.0038071	6
2015	2	4	0	.0041902	7
2015	2	4	0	.003219	8
2015	2	4	0	.0031385	9
2015	2	5	0	.0028133	1
2015	2	5	0	.0045921	2
2015	2	5	0	.0058112	3
2015	2	5	0	.0047261	4
2015	2	5	0	.0060436	5
2015	2	5	0	.0045988	6
2015	2	5	0	.0045995	7
2015	2	5	0	.0033523	8
2015	2	5	0	.0041051	9
2010	1	1	1	.0002043	1
2010	1	1	1	.0002762	2
2010	1	1	1	.0002119	3
